__timestamp,CHANNEL_NAME,SERVICES_PRODUCTCODE,SUM(COMTRAN_COMMISSIONREVENUE)
2018-11-15 00:00:00+00:00,SMS,VD129,973950
2018-11-15 00:00:00+00:00,WEB,VD89_6T,979000
2018-11-15 00:00:00+00:00,SMS,VD69,1038450
2018-11-15 00:00:00+00:00,SMS,MI_MAXS,1090000
2018-11-15 00:00:00+00:00,SMS,VD149_6T,1117500
2018-11-15 00:00:00+00:00,WEB,VD149,1199450
2018-11-15 00:00:00+00:00,SMS,C89,1223750
2018-11-15 00:00:00+00:00,WEB,EZ_D500,1300000
2018-11-15 00:00:00+00:00,SMS,DL15,1500000
2018-11-15 00:00:00+00:00,WEB,C69,1555950
2018-11-15 00:00:00+00:00,SMS,ALO35,1687000
2018-11-15 00:00:00+00:00,SMS,VD149,1691150
2018-11-15 00:00:00+00:00,WEB,C89,1895700
2018-11-15 00:00:00+00:00,SMS,C69,1987200
2018-11-15 00:00:00+00:00,WEB,MI_MAX100,2085000
2018-11-15 00:00:00+00:00,WEB,MI_BIG120,2160000
2018-11-15 00:00:00+00:00,WEB,MI_BIG90,2191500
2018-11-15 00:00:00+00:00,SMS,MI_M50,2195000
2018-11-15 00:00:00+00:00,SMS,B99,2237400
2018-11-15 00:00:00+00:00,WEB,VD89_DL,2254814
2018-11-15 00:00:00+00:00,WEB,MI_ZONE_THAGA,2275000
2018-11-15 00:00:00+00:00,SMS,MI_BIG200_12M,2400000
2018-11-15 00:00:00+00:00,SMS,B30,2482500
2018-11-15 00:00:00+00:00,SMS,EZ_MAX,2901500
2018-11-15 00:00:00+00:00,WEB,VD89_12T,3204000
2018-11-15 00:00:00+00:00,SMS,MI_M10,3253000
2018-11-15 00:00:00+00:00,WEB,MI_BIG70,3592750
2018-11-15 00:00:00+00:00,SMS,MI_D2,3732000
2018-11-15 00:00:00+00:00,WEB,MI_MAX,3813000
2018-11-15 00:00:00+00:00,SMS,VD129_12T,3870000
2018-11-15 00:00:00+00:00,SMS,MI_M25,3981250
2018-11-15 00:00:00+00:00,SMS,MI_BIG90,4216500
2018-11-15 00:00:00+00:00,SMS,MI_MAX100,4936250
2018-11-15 00:00:00+00:00,WEB,VD89,5368806
2018-11-15 00:00:00+00:00,SMS,MI_BIG70,5673500
2018-11-15 00:00:00+00:00,SMS,B50DL_DL,11205000
2018-11-15 00:00:00+00:00,SMS,VD89_DL,15100630
2018-11-15 00:00:00+00:00,SMS,MI_MAX,17170000
2018-11-15 00:00:00+00:00,SMS,VD89P,20456650
2018-11-15 00:00:00+00:00,SMS,MI_ZONE_THAGA,25092500
2018-11-15 00:00:00+00:00,SMS,VD149_12T,28459000
2018-11-15 00:00:00+00:00,SMS,VD89_6T,29637000
2018-11-15 00:00:00+00:00,SMS,MI_ZONE_6THAGA,37530000
2018-11-15 00:00:00+00:00,SMS,VD89,49012070
2018-11-15 00:00:00+00:00,SMS,EZ_D500,71200000
2018-11-15 00:00:00+00:00,SMS,VD89_12T,147473000
2018-11-15 00:00:00+00:00,SMS,MI_ZONE_12THAGA,198240000
2018-11-16 00:00:00+00:00,SMS,TONGHOP,0
2018-11-16 00:00:00+00:00,SMS,VINABOX,0
2018-11-16 00:00:00+00:00,WEB,DIEMTINYTE,0
2018-11-16 00:00:00+00:00,WEB,GIAIMATRANDAU,0
2018-11-16 00:00:00+00:00,WEB,LUA,0
2018-11-16 00:00:00+00:00,WEB,NS2,0
2018-11-16 00:00:00+00:00,WEB,THONGTINTONGHOPTUAN,0
2018-11-16 00:00:00+00:00,WEB,TRANCAUVANG,0
2018-11-16 00:00:00+00:00,WEB,TONGHOP,0
2018-11-16 00:00:00+00:00,SMS,BT50P,0
2018-11-16 00:00:00+00:00,SMS,BT50P_3T,0
2018-11-16 00:00:00+00:00,SMS,BXTRA,0
2018-11-16 00:00:00+00:00,SMS,LUA,0
2018-11-16 00:00:00+00:00,SMS,MB,0
2018-11-16 00:00:00+00:00,SMS,MI_DP89_2GBN,0
2018-11-16 00:00:00+00:00,SMS,MI_MAXSV2,0
2018-11-16 00:00:00+00:00,SMS,MI_VD40K,0
2018-11-16 00:00:00+00:00,SMS,MN,0
2018-11-16 00:00:00+00:00,SMS,MT,0
2018-11-16 00:00:00+00:00,SMS,TINNONGTUAN,0
2018-11-16 00:00:00+00:00,WEB,MN,10
2018-11-16 00:00:00+00:00,WEB,MT,10
2018-11-16 00:00:00+00:00,API,VD10,450
2018-11-16 00:00:00+00:00,SMS,MTV,650
2018-11-16 00:00:00+00:00,WEB,MB,2100
2018-11-16 00:00:00+00:00,SMS,MI_VD2K,2100
2018-11-16 00:00:00+00:00,WEB,B10,2500
2018-11-16 00:00:00+00:00,WEB,VMAX,2550
2018-11-16 00:00:00+00:00,SMS,V10K,3500
2018-11-16 00:00:00+00:00,WEB,ALO29,5800
2018-11-16 00:00:00+00:00,API,B30,6000
2018-11-16 00:00:00+00:00,WEB,MI_VD40K,8000
2018-11-16 00:00:00+00:00,SMS,B10,8750
2018-11-16 00:00:00+00:00,API,MI_BIG90,9000
2018-11-16 00:00:00+00:00,API,MI_MAX200,10000
2018-11-16 00:00:00+00:00,WEB,V10K,10500
2018-11-16 00:00:00+00:00,SMS,VD2,11800
2018-11-16 00:00:00+00:00,WEB,VD30,12000
2018-11-16 00:00:00+00:00,SMS,EZ_EZ50,12500
2018-11-16 00:00:00+00:00,WEB,MI_MAX70N,14000
2018-11-16 00:00:00+00:00,WEB,B50SV,15000
2018-11-16 00:00:00+00:00,API,MI_MAX100,15000
2018-11-16 00:00:00+00:00,WEB,MI_SPEED79,15800
2018-11-16 00:00:00+00:00,WEB,MI_M25,18750
2018-11-16 00:00:00+00:00,WEB,KM_DT20,19000
2018-11-16 00:00:00+00:00,WEB,VD89_DL,19357
2018-11-16 00:00:00+00:00,SMS,GV35,21000
2018-11-16 00:00:00+00:00,WEB,VD99PLUS,24750
2018-11-16 00:00:00+00:00,SMS,VD99PLUS,29700
2018-11-16 00:00:00+00:00,SMS,VD30,31500
2018-11-16 00:00:00+00:00,SMS,VD10,33900
2018-11-16 00:00:00+00:00,API,MI_MAX,35000
2018-11-16 00:00:00+00:00,SMS,MCA_WEEKLY,35350
2018-11-16 00:00:00+00:00,API,VD89P,35600
2018-11-16 00:00:00+00:00,WEB,V10,41900
2018-11-16 00:00:00+00:00,SMS,B30_6T,45000
2018-11-16 00:00:00+00:00,WEB,VD69,51750
2018-11-16 00:00:00+00:00,SMS,VD50,52500
2018-11-16 00:00:00+00:00,WEB,B50,52500
2018-11-16 00:00:00+00:00,SMS,VD100,55000
2018-11-16 00:00:00+00:00,WEB,VD79,55300
2018-11-16 00:00:00+00:00,WEB,MI_MAX200,60000
2018-11-16 00:00:00+00:00,SMS,EZ_MAX200,60000
2018-11-16 00:00:00+00:00,API,VD89,62300
2018-11-16 00:00:00+00:00,WEB,MI_MAXS,65000
2018-11-16 00:00:00+00:00,SMS,MI_SPEED79,71100
2018-11-16 00:00:00+00:00,WEB,B50_6T,75000
2018-11-16 00:00:00+00:00,SMS,MI_MAXS_6M,75000
2018-11-16 00:00:00+00:00,SMS,TN20,83400
2018-11-16 00:00:00+00:00,WEB,MI_M10,88500
2018-11-16 00:00:00+00:00,WEB,VD89_6T,89000
2018-11-16 00:00:00+00:00,WEB,B30_12T,90000
2018-11-16 00:00:00+00:00,WEB,MI_MAX300,90000
2018-11-16 00:00:00+00:00,SMS,VD79,102700
2018-11-16 00:00:00+00:00,WEB,C50,104750
2018-11-16 00:00:00+00:00,WEB,MI_BIG200,105000
2018-11-16 00:00:00+00:00,WEB,B129,109650
2018-11-16 00:00:00+00:00,WEB,MI_BIG120_6M,120000
2018-11-16 00:00:00+00:00,WEB,HT50,125000
2018-11-16 00:00:00+00:00,WEB,B30_6T,135000
2018-11-16 00:00:00+00:00,WEB,C69_12T,138000
2018-11-16 00:00:00+00:00,WEB,C69_6T,138000
2018-11-16 00:00:00+00:00,SMS,VD69,144900
2018-11-16 00:00:00+00:00,SMS,MI_BIG300,146250
2018-11-16 00:00:00+00:00,SMS,B99_6T,148500
2018-11-16 00:00:00+00:00,WEB,B50SV_6T,150000
2018-11-16 00:00:00+00:00,WEB,B50SV_12T,150000
2018-11-16 00:00:00+00:00,SMS,EZ_D250,150000
2018-11-16 00:00:00+00:00,SMS,B100,152500
2018-11-16 00:00:00+00:00,SMS,B129,158025
2018-11-16 00:00:00+00:00,WEB,MI_BIG90_12M,180000
2018-11-16 00:00:00+00:00,SMS,B30_12T,180000
2018-11-16 00:00:00+00:00,WEB,MI_MAX100_12M,200000
2018-11-16 00:00:00+00:00,SMS,BT50,202500
2018-11-16 00:00:00+00:00,WEB,MI_D2,207000
2018-11-16 00:00:00+00:00,WEB,MI_MAX_12M,210000
2018-11-16 00:00:00+00:00,SMS,MI_MAX_6M,210000
2018-11-16 00:00:00+00:00,SMS,VMAX,215550
2018-11-16 00:00:00+00:00,SMS,EZ_MAX100,225000
2018-11-16 00:00:00+00:00,SMS,MI_BIG200,225000
2018-11-16 00:00:00+00:00,WEB,RINGTUNES,263025
2018-11-16 00:00:00+00:00,WEB,VD89_12T,267000
2018-11-16 00:00:00+00:00,SMS,C89_12T,267000
2018-11-16 00:00:00+00:00,SMS,MI_BIG90_12M,270000
2018-11-16 00:00:00+00:00,WEB,MI_BIG200_6M,300000
2018-11-16 00:00:00+00:00,WEB,MI_MAX100_6M,300000
2018-11-16 00:00:00+00:00,SMS,MI_BIG_60G_2GBN,305000
2018-11-16 00:00:00+00:00,SMS,MI_ZONE50,315000
2018-11-16 00:00:00+00:00,SMS,HT50,340000
2018-11-16 00:00:00+00:00,SMS,MI_MAX300,341250
2018-11-16 00:00:00+00:00,WEB,VD89P,351550
2018-11-16 00:00:00+00:00,WEB,ALO35,358750
2018-11-16 00:00:00+00:00,WEB,MI_BIG120_12M,360000
2018-11-16 00:00:00+00:00,WEB,MI_BIG70_12M,420000
2018-11-16 00:00:00+00:00,SMS,V10,431400
2018-11-16 00:00:00+00:00,WEB,B30,433500
2018-11-16 00:00:00+00:00,WEB,MI_BIG_60G_2GBN,512500
2018-11-16 00:00:00+00:00,WEB,MCA_WEEKLY,513800
2018-11-16 00:00:00+00:00,WEB,C89_6T,534000
2018-11-16 00:00:00+00:00,WEB,MI_BIG90_6M,540000
2018-11-16 00:00:00+00:00,SMS,VD129_6T,580500
2018-11-16 00:00:00+00:00,SMS,MI_M70,588000
2018-11-16 00:00:00+00:00,SMS,B50DL_DL,600000
2018-11-16 00:00:00+00:00,WEB,B129_6T,645000
2018-11-16 00:00:00+00:00,SMS,RINGTUNES,652500
2018-11-16 00:00:00+00:00,WEB,MI_BIG70_6M,700000
2018-11-16 00:00:00+00:00,SMS,C50,700750
2018-11-16 00:00:00+00:00,WEB,B99,712800
2018-11-16 00:00:00+00:00,SMS,C69_6T,724500
2018-11-16 00:00:00+00:00,SMS,B50,731250
2018-11-16 00:00:00+00:00,SMS,C69_12T,759000
2018-11-16 00:00:00+00:00,SMS,B50SV,830000
2018-11-16 00:00:00+00:00,SMS,VD149_6T,894000
2018-11-16 00:00:00+00:00,SMS,MI_BIG300_12M,900000
2018-11-16 00:00:00+00:00,SMS,VD129,935250
2018-11-16 00:00:00+00:00,WEB,MI_ZONE_12THAGA,1020000
2018-11-16 00:00:00+00:00,WEB,VD149,1080250
2018-11-16 00:00:00+00:00,SMS,MI_MAX200,1105000
2018-11-16 00:00:00+00:00,WEB,MI_ZONE_THAGA,1152500
2018-11-16 00:00:00+00:00,SMS,DL15,1155000
2018-11-16 00:00:00+00:00,SMS,VD149,1244150
2018-11-16 00:00:00+00:00,WEB,MI_MAX_6M,1260000
2018-11-16 00:00:00+00:00,SMS,MI_BIG120,1407000
2018-11-16 00:00:00+00:00,SMS,C89,1428450
2018-11-16 00:00:00+00:00,SMS,KM_DT20,1444000
2018-11-16 00:00:00+00:00,SMS,MI_MAXS,1470500
2018-11-16 00:00:00+00:00,SMS,VD129_12T,1548000
2018-11-16 00:00:00+00:00,WEB,VD129,1606050
2018-11-16 00:00:00+00:00,WEB,B99_12T,1782000
2018-11-16 00:00:00+00:00,WEB,EZ_D500,1800000
2018-11-16 00:00:00+00:00,SMS,MI_BIG200_12M,1800000
2018-11-16 00:00:00+00:00,SMS,EZ_MAX,1806000
2018-11-16 00:00:00+00:00,WEB,B99_6T,1930500
2018-11-16 00:00:00+00:00,SMS,ALO35,1942500
2018-11-16 00:00:00+00:00,WEB,C69,2478825
2018-11-16 00:00:00+00:00,SMS,C69,2480550
2018-11-16 00:00:00+00:00,WEB,C89,2487550
2018-11-16 00:00:00+00:00,WEB,MI_BIG90,2814750
2018-11-16 00:00:00+00:00,SMS,MI_M25,2953750
2018-11-16 00:00:00+00:00,SMS,B99,3009600
2018-11-16 00:00:00+00:00,SMS,MI_M50,3425000
2018-11-16 00:00:00+00:00,WEB,MI_BIG120,3522000
2018-11-16 00:00:00+00:00,SMS,B30,3624000
2018-11-16 00:00:00+00:00,SMS,MI_ZONE_6THAGA,3870000
2018-11-16 00:00:00+00:00,SMS,MI_M10,4612000
2018-11-16 00:00:00+00:00,SMS,VD149_12T,4917000
2018-11-16 00:00:00+00:00,SMS,MI_BIG90,5296500
2018-11-16 00:00:00+00:00,WEB,VD89,5362241
2018-11-16 00:00:00+00:00,SMS,MI_D2,5386000
2018-11-16 00:00:00+00:00,WEB,MI_MAX,6020500
2018-11-16 00:00:00+00:00,WEB,MI_MAX100,6612500
2018-11-16 00:00:00+00:00,SMS,MI_MAX100,8225000
2018-11-16 00:00:00+00:00,SMS,MI_BIG70,8835750
2018-11-16 00:00:00+00:00,WEB,MI_BIG70,9502500
2018-11-16 00:00:00+00:00,SMS,VD89_6T,12549000
2018-11-16 00:00:00+00:00,SMS,VD89P,18912500
2018-11-16 00:00:00+00:00,SMS,MI_ZONE_THAGA,21685000
2018-11-16 00:00:00+00:00,SMS,MI_MAX,28796000
2018-11-16 00:00:00+00:00,SMS,VD89,39256009
2018-11-16 00:00:00+00:00,SMS,VD89_12T,41118000
2018-11-16 00:00:00+00:00,SMS,VD89_DL,43813921
2018-11-16 00:00:00+00:00,SMS,MI_ZONE_12THAGA,52740000
2018-11-16 00:00:00+00:00,SMS,EZ_D500,99000000
2018-11-17 00:00:00+00:00,WEB,TRANCAUVANG,0
2018-11-17 00:00:00+00:00,WEB,VCLIP,0
2018-11-17 00:00:00+00:00,SMS,BXTRA,0
2018-11-17 00:00:00+00:00,SMS,LUA,0
2018-11-17 00:00:00+00:00,SMS,MB,0
2018-11-17 00:00:00+00:00,SMS,MT,0
2018-11-17 00:00:00+00:00,SMS,TINNONGTUAN,0
2018-11-17 00:00:00+00:00,SMS,TONGHOP,0
2018-11-17 00:00:00+00:00,SMS,VCLIP,0
2018-11-17 00:00:00+00:00,SMS,VD30,0
2018-11-17 00:00:00+00:00,WEB,GIAIMATRANDAU,0
2018-11-17 00:00:00+00:00,WEB,LUA,0
2018-11-17 00:00:00+00:00,WEB,MT,0
2018-11-17 00:00:00+00:00,WEB,THONGTINTONGHOPTUAN,0
2018-11-17 00:00:00+00:00,WEB,MB,10
2018-11-17 00:00:00+00:00,WEB,MN,10
2018-11-17 00:00:00+00:00,SMS,MN,60
2018-11-17 00:00:00+00:00,WEB,TONGHOP,80
2018-11-17 00:00:00+00:00,SMS,VINABOX,250
2018-11-17 00:00:00+00:00,API,VD10,375
2018-11-17 00:00:00+00:00,WEB,B10,625
2018-11-17 00:00:00+00:00,WEB,VMAX,750
2018-11-17 00:00:00+00:00,SMS,MI_VD3K,1200
2018-11-17 00:00:00+00:00,WEB,V10,1450
2018-11-17 00:00:00+00:00,SMS,MI_VD2K,1600
2018-11-17 00:00:00+00:00,SMS,KB,3500
2018-11-17 00:00:00+00:00,SMS,VD10,3600
2018-11-17 00:00:00+00:00,SMS,V10K,4000
2018-11-17 00:00:00+00:00,WEB,KM_DT20,4000
2018-11-17 00:00:00+00:00,WEB,VD30,6000
2018-11-17 00:00:00+00:00,SMS,B10,8375
2018-11-17 00:00:00+00:00,SMS,VD2,9400
2018-11-17 00:00:00+00:00,API,MI_BIG70,10500
2018-11-17 00:00:00+00:00,WEB,MI_M25,11250
2018-11-17 00:00:00+00:00,WEB,MI_D2,11500
2018-11-17 00:00:00+00:00,SMS,HEY29,11600
2018-11-17 00:00:00+00:00,WEB,VD89_DL,11792
2018-11-17 00:00:00+00:00,WEB,MI_M50,12500
2018-11-17 00:00:00+00:00,SMS,MI_MAXSV2,14000
2018-11-17 00:00:00+00:00,SMS,BT50P,15000
2018-11-17 00:00:00+00:00,API,VD89,15130
2018-11-17 00:00:00+00:00,API,B30,16500
2018-11-17 00:00:00+00:00,SMS,VD50,20000
2018-11-17 00:00:00+00:00,WEB,B50,20000
2018-11-17 00:00:00+00:00,API,VD89P,26700
2018-11-17 00:00:00+00:00,SMS,VD99PLUS,29700
2018-11-17 00:00:00+00:00,SMS,VD100,30000
2018-11-17 00:00:00+00:00,WEB,B100,30000
2018-11-17 00:00:00+00:00,SMS,VD79,31600
2018-11-17 00:00:00+00:00,WEB,B129,32250
2018-11-17 00:00:00+00:00,WEB,MI_M10,35500
2018-11-17 00:00:00+00:00,SMS,MI_SPEED79,39500
2018-11-17 00:00:00+00:00,WEB,VD69,41400
2018-11-17 00:00:00+00:00,SMS,GV35,42000
2018-11-17 00:00:00+00:00,SMS,B30_6T,45000
2018-11-17 00:00:00+00:00,WEB,C50,50750
2018-11-17 00:00:00+00:00,API,MI_MAX,52500
2018-11-17 00:00:00+00:00,SMS,MI_DP89_2GBN,53400
2018-11-17 00:00:00+00:00,SMS,MI_BIG300,60000
2018-11-17 00:00:00+00:00,WEB,MI_BIG200,60000
2018-11-17 00:00:00+00:00,WEB,MI_MAX200,60000
2018-11-17 00:00:00+00:00,WEB,MI_MAXS,67500
2018-11-17 00:00:00+00:00,SMS,B129,67725
2018-11-17 00:00:00+00:00,SMS,TN20,69300
2018-11-17 00:00:00+00:00,SMS,MI_SPEED199,69650
2018-11-17 00:00:00+00:00,SMS,BT50P_3T,72000
2018-11-17 00:00:00+00:00,WEB,B50SV,75000
2018-11-17 00:00:00+00:00,WEB,B50SV_6T,75000
2018-11-17 00:00:00+00:00,WEB,MI_BIG300,90000
2018-11-17 00:00:00+00:00,WEB,MI_ZONE_6THAGA,90000
2018-11-17 00:00:00+00:00,WEB,C69_6T,103500
2018-11-17 00:00:00+00:00,WEB,HT50,105000
2018-11-17 00:00:00+00:00,SMS,EZ_MAX200,120000
2018-11-17 00:00:00+00:00,SMS,B100,122500
2018-11-17 00:00:00+00:00,WEB,B129_6T,129000
2018-11-17 00:00:00+00:00,SMS,V10,129800
2018-11-17 00:00:00+00:00,WEB,MI_BIG90_6M,135000
2018-11-17 00:00:00+00:00,WEB,ALO35,136500
2018-11-17 00:00:00+00:00,SMS,VMAX,137700
2018-11-17 00:00:00+00:00,SMS,C69_12T,138000
2018-11-17 00:00:00+00:00,WEB,MI_BIG70_12M,140000
2018-11-17 00:00:00+00:00,WEB,B30,142500
2018-11-17 00:00:00+00:00,SMS,B50_12T,150000
2018-11-17 00:00:00+00:00,WEB,B30_6T,150000
2018-11-17 00:00:00+00:00,SMS,BT50,155000
2018-11-17 00:00:00+00:00,SMS,MCA_WEEKLY,161750
2018-11-17 00:00:00+00:00,SMS,VD69,163875
2018-11-17 00:00:00+00:00,SMS,MI_BIG_60G_2GBN,185000
2018-11-17 00:00:00+00:00,WEB,MI_MAX100_12M,200000
2018-11-17 00:00:00+00:00,WEB,C69_12T,207000
2018-11-17 00:00:00+00:00,WEB,C89_6T,222500
2018-11-17 00:00:00+00:00,WEB,MI_BIG_60G_2GBN,275000
2018-11-17 00:00:00+00:00,SMS,B50,290000
2018-11-17 00:00:00+00:00,SMS,HT50,300000
2018-11-17 00:00:00+00:00,WEB,MI_MAX100_6M,300000
